nome_famiglia	contrast_type	specie_con_valore_alto	specie_con_valore_basso	valore_specie_con_valore_alto	valore_specie_con_valore_basso	nu
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Cercopithecus_roloway	13.1	4.55	0.619144503605485
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_cristatus	15.35	6.25	0.618899021270758
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Cercopithecus_diana	13.1	4.5	0.618146354738493
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Piliocolobus_tephrosceles	17	8.75	0.617813751491514
Cercopithecidae	CONTROL	Macaca_nigra	Miopithecus_ogouensis	7.68	1.25	0.617356776967469
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Piliocolobus_kirkii	14.75	6.9	0.617029826009792
Cercopithecidae	CONTROL	Theropithecus_gelada	Semnopithecus_vetulus	15.35	7.03	0.616906317710281
Cercopithecidae	CONTROL	Macaca_tonkeana	Allenopithecus_nigroviridis	11.95	5.3	0.616395908230804
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Macaca_mulatta	14.75	5.96	0.616144527797311
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Allenopithecus_nigroviridis	13.1	5.3	0.616129303711166
Cercopithecidae	CONTROL	Nasalis_larvatus	Cercocebus_torquatus	15.75	7.5	0.616079644082122
Cercopithecidae	CONTROL	Theropithecus_gelada	Macaca_fuscata	15.35	9.5	0.616047555669357
Cercopithecidae	CONTROL	Papio_hamadryas	Cercocebus_torquatus	13.4	7.5	0.615737595504002
Cercopithecidae	CONTROL	Macaca_maura	Miopithecus_ogouensis	7.88	1.25	0.615192676360876
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Trachypithecus_hatinhensis	13.1	7.275	0.615111425332663
Cercopithecidae	CONTROL	Macaca_tonkeana	Allochrocebus_preussi	11.95	4.525	0.614482541552958
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Trachypithecus_pileatus	17	10.93	0.614383043879697
Cercopithecidae	CONTROL	Mandrillus_leucophaeus	Semnopithecus_entellus	20.375	11.44	0.613914994965343
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_lowei	12.48	3.9	0.6137246370796
Cercopithecidae	CONTROL	Papio_hamadryas	Allochrocebus_solatus	13.4	6.35	0.613644984076169
Cercopithecidae	CONTROL	Theropithecus_gelada	Presbytis_comata	15.35	6.7	0.613507657088553
Cercopithecidae	CONTROL	Pygathrix_nemaeus	Miopithecus_ogouensis	9.72	1.25	0.613421004512948
Cercopithecidae	CONTROL	Papio_anubis	Piliocolobus_badius	16.65	8.25	0.613308736935737
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Trachypithecus_francoisi	13.1	7.52	0.613196555721361
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Macaca_nigra	17	7.68	0.612763201167343
Cercopithecidae	CONTROL	Nasalis_larvatus	Macaca_nigra	15.75	7.68	0.612314822601745
Cercopithecidae	CONTROL	Papio_cynocephalus	Papio_hamadryas	17.05	13.4	0.61228324826373
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Pygathrix_nigripes	17	9.88	0.611341700105708
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_crepusculus	15.35	6.65	0.610503453394553
Cercopithecidae	CONTROL	Papio_papio	Colobus_angolensis	17.5	8.6	0.609437706597912
Cercopithecidae	CONTROL	Macaca_thibetana	Semnopithecus_vetulus	15.55	7.03	0.609090845612699
Cercopithecidae	CONTROL	Nasalis_larvatus	Macaca_silenus	15.75	7.5	0.608949409236467
Cercopithecidae	CONTROL	Papio_anubis	Trachypithecus_hatinhensis	16.65	7.275	0.608710260575378
Cercopithecidae	CONTROL	Macaca_fuscata	Macaca_radiata	9.5	5.14	0.608675831670601
Cercopithecidae	CONTROL	Mandrillus_leucophaeus	Theropithecus_gelada	20.375	15.35	0.608312256097986
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_cristatus	15.55	6.25	0.608080541721152
Cercopithecidae	CONTROL	Semnopithecus_johnii	Trachypithecus_cristatus	11.6	6.25	0.607803062551183
Cercopithecidae	CONTROL	Pygathrix_cinerea	Miopithecus_ogouensis	9.98	1.25	0.607388579976081
Cercopithecidae	CONTROL	Macaca_tonkeana	Cercopithecus_diana	11.95	4.5	0.607262970452632
Cercopithecidae	CONTROL	Papio_papio	Trachypithecus_leucocephalus	17.5	8.285	0.607152261568183
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Macaca_fascicularis	12.48	4.03	0.606893784113134
Cercopithecidae	CONTROL	Erythrocebus_patas	Cercopithecus_hamlyni	9.45	4.43	0.606886233828502
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Presbytis_mitrata	12.48	5.8	0.604780738063414
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_crepusculus	15.55	6.65	0.604515666634432
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Piliocolobus_gordonorum	14.75	7.05	0.603816426034871
Cercopithecidae	CONTROL	Papio_hamadryas	Cercocebus_lunulatus	13.4	7.28	0.602250685535843
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_cephus	11.6	3.48	0.601577953690555
Cercopithecidae	CONTROL	Macaca_thibetana	Presbytis_comata	15.55	6.7	0.601563662612285
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_obscurus	15.35	6.99	0.600588073885748
Cercopithecidae	CONTROL	Erythrocebus_patas	Cercopithecus_lowei	9.45	3.9	0.599757147247825
Cercopithecidae	CONTROL	Nasalis_larvatus	Piliocolobus_tephrosceles	15.75	8.75	0.59955998572719
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_mona	12.48	4.05	0.599339902383332
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Presbytis_mitrata	13.1	5.8	0.599287913496363
Cercopithecidae	CONTROL	Cercocebus_torquatus	Miopithecus_ogouensis	7.5	1.25	0.598174552171676
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Semnopithecus_hypoleucos	17	13.1	0.598083365462654
Cercopithecidae	CONTROL	Macaca_thibetana	Cercocebus_chrysogaster	15.55	9.75	0.598048078085019
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Macaca_maura	17	7.88	0.597886708606539
Cercopithecidae	CONTROL	Papio_anubis	Trachypithecus_phayrei	16.65	7.44	0.59737422619701
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_ascanius	11.44	3.24	0.59720009510618
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Pygathrix_nemaeus	17	9.72	0.596928095707831
Cercopithecidae	CONTROL	Macaca_silenus	Miopithecus_ogouensis	7.5	1.25	0.596510175825722
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Cercopithecus_mitis	13.1	4.89	0.596455492703877
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_cephus	10.3	3.48	0.596411172666237
Cercopithecidae	CONTROL	Macaca_tonkeana	Cercopithecus_roloway	11.95	4.55	0.59560033461144
Cercopithecidae	CONTROL	Lophocebus_aterrimus	Miopithecus_ogouensis	6.8	1.25	0.595569521157901
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_obscurus	15.55	6.99	0.594934433998167
Cercopithecidae	CONTROL	Cercopithecus_neglectus	Miopithecus_ogouensis	5.74	1.25	0.594557165722581
Cercopithecidae	CONTROL	Macaca_thibetana	Piliocolobus_kirkii	15.55	6.9	0.594448494734517
Cercopithecidae	CONTROL	Papio_papio	Piliocolobus_tephrosceles	17.5	8.75	0.593219705639747
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Allochrocebus_solatus	14.75	6.35	0.593103265115787
Cercopithecidae	CONTROL	Papio_papio	Colobus_guereza	17.5	8.89	0.591727116496385
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Chlorocebus_pygerythrus	12.48	4.665	0.591554762573558
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_petaurista	10.3	3.65	0.591538434244823
Cercopithecidae	CONTROL	Papio_anubis	Trachypithecus_francoisi	16.65	7.52	0.591233972959458
Cercopithecidae	CONTROL	Colobus_angolensis	Miopithecus_ogouensis	8.6	1.25	0.591193027592053
Cercopithecidae	CONTROL	Cercocebus_lunulatus	Miopithecus_ogouensis	7.28	1.25	0.591149836360301
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Macaca_fascicularis	9.75	4.03	0.590625164216003
Cercopithecidae	CONTROL	Macaca_arctoides	Macaca_siberu	10.3	6.165	0.590402452040323
Cercopithecidae	CONTROL	Theropithecus_gelada	Piliocolobus_kirkii	15.35	6.9	0.590258093369735
Cercopithecidae	CONTROL	Nasalis_larvatus	Colobus_guereza	15.75	8.89	0.589242649527968
Cercopithecidae	CONTROL	Nasalis_larvatus	Colobus_polykomos	15.75	9.1	0.588952703423067
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_hamlyni	12.48	4.43	0.588378799083735
Cercopithecidae	CONTROL	Papio_cynocephalus	Trachypithecus_leucocephalus	17.05	8.285	0.588320924060933
Cercopithecidae	CONTROL	Colobus_polykomos	Miopithecus_ogouensis	9.1	1.25	0.588224106389968
Cercopithecidae	CONTROL	Macaca_tonkeana	Macaca_silenus	11.95	7.5	0.587855299554557
Cercopithecidae	CONTROL	Papio_papio	Trachypithecus_germaini	17.5	8.83	0.587625476300075
Cercopithecidae	CONTROL	Macaca_arctoides	Macaca_mulatta	10.3	5.96	0.587071783225515
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Macaca_radiata	13.1	5.14	0.58635796489252
Cercopithecidae	CONTROL	Semnopithecus_johnii	Trachypithecus_crepusculus	11.6	6.65	0.586235766462045
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Macaca_siberu	14.75	6.165	0.586149231996883
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Cercopithecus_neglectus	13.1	5.74	0.585890815562031
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Trachypithecus_leucocephalus	14.75	8.285	0.585165625356721
Cercopithecidae	CONTROL	Allochrocebus_solatus	Miopithecus_ogouensis	6.35	1.25	0.585149296690709
Cercopithecidae	CONTROL	Theropithecus_gelada	Erythrocebus_patas	15.35	9.45	0.585131830596862
Cercopithecidae	CONTROL	Piliocolobus_tephrosceles	Miopithecus_ogouensis	8.75	1.25	0.585052010500016
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Lophocebus_aterrimus	14.75	6.8	0.58481718948257
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_ascanius	9.75	3.24	0.584772812019276
Cercopithecidae	CONTROL	Papio_cynocephalus	Piliocolobus_tephrosceles	17.05	8.75	0.583075531138579
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Allenopithecus_nigroviridis	12.48	5.3	0.582777320481468
Cercopithecidae	CONTROL	Colobus_guereza	Miopithecus_ogouensis	8.89	1.25	0.582296764221846
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Allochrocebus_preussi	13.1	4.525	0.582203036739519
Cercopithecidae	CONTROL	Semnopithecus_johnii	Trachypithecus_obscurus	11.6	6.99	0.581957711377529
Cercopithecidae	CONTROL	Papio_cynocephalus	Colobus_angolensis	17.05	8.6	0.581911738709085
Cercopithecidae	CONTROL	Erythrocebus_patas	Cercopithecus_mona	9.45	4.05	0.581180394762481
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_pogonias	10.3	3.58	0.580946728983436
Cercopithecidae	CONTROL	Macaca_fuscata	Macaca_mulatta	9.5	5.96	0.580210471246181
Cercopithecidae	CONTROL	Erythrocebus_patas	Allenopithecus_nigroviridis	9.45	5.3	0.580161130404125
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Pygathrix_cinerea	17	9.98	0.57999051545468
Cercopithecidae	CONTROL	Papio_anubis	Papio_kindae	16.65	13	0.57789972878456
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_pogonias	11.6	3.58	0.577677411760332
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_cephus	11.44	3.48	0.577503293574074
Cercopithecidae	CONTROL	Macaca_thibetana	Erythrocebus_patas	15.55	9.45	0.576704817712479
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_diana	12.48	4.5	0.576065902698617
Cercopithecidae	CONTROL	Macaca_thibetana	Piliocolobus_gordonorum	15.55	7.05	0.575891574023297
Cercopithecidae	CONTROL	Macaca_tonkeana	Cercopithecus_mitis	11.95	4.89	0.575593799513974
Cercopithecidae	CONTROL	Theropithecus_gelada	Macaca_arctoides	15.35	10.3	0.575107481896667
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_lowei	11.6	3.9	0.57428300480374
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_laotum	15.35	7	0.573567437879579
Cercopithecidae	CONTROL	Nasalis_larvatus	Macaca_maura	15.75	7.88	0.573340926787892
Cercopithecidae	CONTROL	Papio_cynocephalus	Trachypithecus_germaini	17.05	8.83	0.572956385569501
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_mona	10.3	4.05	0.572594249661674
Cercopithecidae	CONTROL	Mandrillus_sphinx	Mandrillus_leucophaeus	23.6	20.375	0.571993368996597
Cercopithecidae	CONTROL	Mandrillus_leucophaeus	Rhinopithecus_bieti	20.375	12.48	0.571783429605707
Cercopithecidae	CONTROL	Papio_kindae	Cercocebus_lunulatus	13	7.28	0.571169198066867
Cercopithecidae	CONTROL	Papio_kindae	Macaca_leonina	13	6.7	0.570934316087901
Cercopithecidae	CONTROL	Trachypithecus_germaini	Miopithecus_ogouensis	8.83	1.25	0.570670515734419
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_lowei	10.3	3.9	0.570202873185686
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_laotum	15.55	7	0.569521916664895
Cercopithecidae	CONTROL	Theropithecus_gelada	Piliocolobus_gordonorum	15.35	7.05	0.568794510994786
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_petaurista	11.6	3.65	0.568440863016906
Cercopithecidae	CONTROL	Papio_kindae	Cercocebus_torquatus	13	7.5	0.567966517171584
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_roloway	12.48	4.55	0.56792075918404
Cercopithecidae	CONTROL	Piliocolobus_badius	Miopithecus_ogouensis	8.25	1.25	0.567805973919322
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Trachypithecus_cristatus	12.48	6.25	0.567418764111506
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Macaca_assamensis	17	9	0.566737452587759
Cercopithecidae	CONTROL	Papio_hamadryas	Macaca_silenus	13.4	7.5	0.566711358665085
Cercopithecidae	CONTROL	Papio_cynocephalus	Colobus_guereza	17.05	8.89	0.566275761519113
Cercopithecidae	CONTROL	Papio_papio	Colobus_polykomos	17.5	9.1	0.566091743092329
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Allochrocebus_preussi	12.48	4.525	0.565890209782606
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Macaca_nemestrina	17	8.89	0.56543478298784
Cercopithecidae	CONTROL	Papio_kindae	Allochrocebus_solatus	13	6.35	0.565289488102258
Cercopithecidae	CONTROL	Semnopithecus_johnii	Macaca_fascicularis	11.6	4.03	0.565179434434801
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Cercopithecus_nictitans	13.1	5.46	0.564440305963859
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Erythrocebus_patas	17	9.45	0.563046844862079
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Allochrocebus_lhoesti	13.1	5.5	0.561676312703881
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_phayrei	15.35	7.44	0.561490068239418
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Piliocolobus_badius	14.75	8.25	0.561142562830123
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_mona	11.6	4.05	0.561135440848676
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_petaurista	11.44	3.65	0.559751579439805
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Presbytis_comata	13.1	6.7	0.559495076204836
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_petaurista	9.75	3.65	0.559270473778796
Cercopithecidae	CONTROL	Semnopithecus_entellus	Trachypithecus_crepusculus	11.44	6.65	0.558339964398319
Cercopithecidae	CONTROL	Papio_anubis	Papio_hamadryas	16.65	13.4	0.557742896567104
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Macaca_cyclopis	13.1	5.47	0.5572724870834
Cercopithecidae	CONTROL	Papio_cynocephalus	Colobus_polykomos	17.05	9.1	0.557145571447506
Cercopithecidae	CONTROL	Cercopithecus_nictitans	Miopithecus_ogouensis	5.46	1.25	0.556493871612249
Cercopithecidae	CONTROL	Semnopithecus_entellus	Trachypithecus_obscurus	11.44	6.99	0.556183242012715
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Trachypithecus_germaini	14.75	8.83	0.554836107173464
Cercopithecidae	CONTROL	Papio_anubis	Trachypithecus_leucocephalus	16.65	8.285	0.554804542980158
Cercopithecidae	CONTROL	Papio_anubis	Colobus_angolensis	16.65	8.6	0.554473784002844
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_hamlyni	10.3	4.43	0.554250131713
Cercopithecidae	CONTROL	Papio_anubis	Piliocolobus_tephrosceles	16.65	8.75	0.554246222287816
Cercopithecidae	CONTROL	Nasalis_larvatus	Trachypithecus_geei	15.75	10.15	0.553989946773685
Cercopithecidae	CONTROL	Macaca_fuscata	Cercopithecus_ascanius	9.5	3.24	0.553960116282628
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_cephus	9.75	3.48	0.553706338163511
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Presbytis_comata	12.48	6.7	0.553605287325118
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_pogonias	11.44	3.58	0.553510219556103
Cercopithecidae	CONTROL	Erythrocebus_patas	Allochrocebus_lhoesti	9.45	5.5	0.552737627363806
Cercopithecidae	CONTROL	Semnopithecus_entellus	Trachypithecus_cristatus	11.44	6.25	0.551231340213169
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_hatinhensis	15.35	7.275	0.550954046869196
Cercopithecidae	CONTROL	Macaca_tonkeana	Cercopithecus_neglectus	11.95	5.74	0.550661324349793
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_hatinhensis	15.55	7.275	0.549423656694919
Cercopithecidae	CONTROL	Macaca_tonkeana	Allochrocebus_lhoesti	11.95	5.5	0.549413308664791
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_pogonias	9.75	3.58	0.548287154268582
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_lowei	11.44	3.9	0.547387925616801
Cercopithecidae	CONTROL	Macaca_fuscata	Cercopithecus_cephus	9.5	3.48	0.547193064244145
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Macaca_leonina	14.75	6.7	0.546585006948648
Cercopithecidae	CONTROL	Macaca_assamensis	Cercopithecus_ascanius	9	3.24	0.54647870569302
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_hamlyni	11.6	4.43	0.546092795956497
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_phayrei	15.55	7.44	0.545311815572636
Cercopithecidae	CONTROL	Papio_hamadryas	Macaca_nigra	13.4	7.68	0.545055422415597
Cercopithecidae	CONTROL	Macaca_thibetana	Trachypithecus_francoisi	15.55	7.52	0.544225878800315
Cercopithecidae	CONTROL	Theropithecus_gelada	Piliocolobus_badius	15.35	8.25	0.544188826966279
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Macaca_radiata	12.48	5.14	0.544118499870959
Cercopithecidae	CONTROL	Papio_ursinus	Rhinopithecus_roxellana	22.3	14.75	0.54408549083668
Cercopithecidae	CONTROL	Macaca_nigra	Macaca_fascicularis	7.68	4.03	0.543905824924238
Cercopithecidae	CONTROL	Papio_kindae	Macaca_silenus	13	7.5	0.543103057673304
Cercopithecidae	CONTROL	Theropithecus_gelada	Trachypithecus_francoisi	15.35	7.52	0.541412479864566
Cercopithecidae	CONTROL	Papio_anubis	Trachypithecus_germaini	16.65	8.83	0.541329499497696
Cercopithecidae	CONTROL	Papio_anubis	Colobus_guereza	16.65	8.89	0.54046139287334
Cercopithecidae	CONTROL	Papio_papio	Pygathrix_nemaeus	17.5	9.72	0.5400551818427
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_mona	11.44	4.05	0.539480990620933
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Semnopithecus_vetulus	12.48	7.03	0.539421322650378
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Trachypithecus_leucocephalus	13.1	8.285	0.539369611439461
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Cercocebus_lunulatus	14.75	7.28	0.539231415385788
Cercopithecidae	CONTROL	Papio_papio	Pygathrix_nigripes	17.5	9.88	0.53883584090883
Cercopithecidae	CONTROL	Macaca_arctoides	Allenopithecus_nigroviridis	10.3	5.3	0.538408224690146
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Cercocebus_torquatus	14.75	7.5	0.538133644953987
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Trachypithecus_crepusculus	12.48	6.65	0.538008485982994
Cercopithecidae	CONTROL	Theropithecus_gelada	Colobus_angolensis	15.35	8.6	0.535623515467698
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Macaca_fuscata	17	9.5	0.535382002583062
Cercopithecidae	CONTROL	Papio_papio	Macaca_tonkeana	17.5	11.95	0.53531964098089
Cercopithecidae	CONTROL	Mandrillus_leucophaeus	Semnopithecus_hypoleucos	20.375	13.1	0.534198816164307
Cercopithecidae	CONTROL	Macaca_nemestrina	Cercopithecus_ascanius	8.89	3.24	0.534196806991816
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_mitis	12.48	4.89	0.533864014526765
Cercopithecidae	CONTROL	Macaca_thibetana	Piliocolobus_badius	15.55	8.25	0.532685292704271
Cercopithecidae	CONTROL	Nasalis_larvatus	Macaca_nemestrina	15.75	8.89	0.531563772343539
Cercopithecidae	CONTROL	Trachypithecus_pileatus	Cercopithecus_ascanius	10.93	3.24	0.531331309854925
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_hamlyni	9.75	4.43	0.530927743780324
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_diana	11.6	4.5	0.530861716123757
Cercopithecidae	CONTROL	Macaca_arctoides	Chlorocebus_pygerythrus	10.3	4.665	0.530340116412752
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Colobus_angolensis	14.75	8.6	0.530222217966988
Cercopithecidae	CONTROL	Papio_hamadryas	Presbytis_mitrata	13.4	5.8	0.529691391648765
Cercopithecidae	CONTROL	Macaca_tonkeana	Cercopithecus_nictitans	11.95	5.46	0.529135229573741
Cercopithecidae	CONTROL	Erythrocebus_patas	Macaca_fascicularis	9.45	4.03	0.529001473427679
Cercopithecidae	CONTROL	Semnopithecus_entellus	Macaca_fascicularis	11.44	4.03	0.528939080173552
Cercopithecidae	CONTROL	Semnopithecus_schistaceus	Cercocebus_chrysogaster	17	9.75	0.528486025678818
Cercopithecidae	CONTROL	Mandrillus_leucophaeus	Macaca_thibetana	20.375	15.55	0.528326430380071
Cercopithecidae	CONTROL	Papio_hamadryas	Macaca_maura	13.4	7.88	0.528275894373736
Cercopithecidae	CONTROL	Macaca_leonina	Miopithecus_ogouensis	6.7	1.25	0.528231797396766
Cercopithecidae	CONTROL	Macaca_nemestrina	Macaca_radiata	8.89	5.14	0.527369060197773
Cercopithecidae	CONTROL	Nasalis_larvatus	Macaca_assamensis	15.75	9	0.527105960903962
Cercopithecidae	CONTROL	Papio_kindae	Macaca_nigra	13	7.68	0.526593550925292
Cercopithecidae	CONTROL	Macaca_arctoides	Cercopithecus_diana	10.3	4.5	0.526573194248513
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Allochrocebus_lhoesti	12.48	5.5	0.526351192967256
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_hamlyni	11.44	4.43	0.525230002934174
Cercopithecidae	CONTROL	Trachypithecus_leucocephalus	Miopithecus_ogouensis	8.285	1.25	0.524988019440823
Cercopithecidae	CONTROL	Papio_papio	Pygathrix_cinerea	17.5	9.98	0.524977186016221
Cercopithecidae	CONTROL	Semnopithecus_johnii	Trachypithecus_laotum	11.6	7	0.524511468899835
Cercopithecidae	CONTROL	Macaca_tonkeana	Lophocebus_aterrimus	11.95	6.8	0.524134758596526
Cercopithecidae	CONTROL	Papio_anubis	Colobus_polykomos	16.65	9.1	0.523866726159161
Cercopithecidae	CONTROL	Papio_cynocephalus	Pygathrix_nigripes	17.05	9.88	0.523268934318639
Cercopithecidae	CONTROL	Nasalis_larvatus	Semnopithecus_johnii	15.75	11.6	0.523146124416006
Cercopithecidae	CONTROL	Macaca_fuscata	Cercopithecus_petaurista	9.5	3.65	0.522732922912791
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_mona	9.75	4.05	0.52246539953831
Cercopithecidae	CONTROL	Trachypithecus_pileatus	Cercopithecus_cephus	10.93	3.48	0.521710284083422
Cercopithecidae	CONTROL	Cercocebus_chrysogaster	Cercopithecus_lowei	9.75	3.9	0.521562945667808
Cercopithecidae	CONTROL	Semnopithecus_johnii	Chlorocebus_pygerythrus	11.6	4.665	0.521430928154682
Cercopithecidae	CONTROL	Semnopithecus_johnii	Trachypithecus_phayrei	11.6	7.44	0.521060919010998
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Macaca_cyclopis	12.48	5.47	0.520361892141888
Cercopithecidae	CONTROL	Macaca_fuscata	Cercopithecus_pogonias	9.5	3.58	0.519964009134722
Cercopithecidae	CONTROL	Erythrocebus_patas	Cercopithecus_roloway	9.45	4.55	0.519595133090171
Cercopithecidae	CONTROL	Semnopithecus_johnii	Cercopithecus_roloway	11.6	4.55	0.519502570342014
Cercopithecidae	CONTROL	Macaca_assamensis	Cercopithecus_cephus	9	3.48	0.518653449488906
Cercopithecidae	CONTROL	Papio_cynocephalus	Pygathrix_cinerea	17.05	9.98	0.517842150391515
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Macaca_mulatta	13.1	5.96	0.516496763800691
Cercopithecidae	CONTROL	Macaca_maura	Macaca_fascicularis	7.88	4.03	0.515819887555634
Cercopithecidae	CONTROL	Semnopithecus_johnii	Allenopithecus_nigroviridis	11.6	5.3	0.515718833573791
Cercopithecidae	CONTROL	Papio_hamadryas	Trachypithecus_cristatus	13.4	6.25	0.51529809207941
Cercopithecidae	CONTROL	Papio_cynocephalus	Pygathrix_nemaeus	17.05	9.72	0.514948530516376
Cercopithecidae	CONTROL	Papio_papio	Trachypithecus_geei	17.5	10.15	0.514721859200945
Cercopithecidae	CONTROL	Rhinopithecus_roxellana	Macaca_nigra	14.75	7.68	0.514507923165081
Cercopithecidae	CONTROL	Semnopithecus_hypoleucos	Trachypithecus_germaini	13.1	8.83	0.513437056795731
Cercopithecidae	CONTROL	Trachypithecus_pileatus	Cercopithecus_pogonias	10.93	3.58	0.513193024368922
Cercopithecidae	CONTROL	Rhinopithecus_bieti	Cercopithecus_neglectus	12.48	5.74	0.512450224876324
Cercopithecidae	CONTROL	Semnopithecus_entellus	Cercopithecus_diana	11.44	4.5	0.51214466085446
