Trait	Species1	Species2	PatristicDistance	AbsDiff	AbsDiff_z	Nu	eNu
BodyMass_kg	Cercopithecus_lowei	Alouatta_caraya	26.250692	1.48	0.147503520692902	0.0730039434804872	0.071
BodyMass_kg	Cercopithecus_lowei	Alouatta_discolor	27.364488	2.47	0.246171416291532	0.127481567936163	0.133
BodyMass_kg	Cercopithecus_lowei	Alouatta_macconnelli	27.199066	2.47	0.246171416291532	0.121968895777389	0.129
BodyMass_kg	Cercopithecus_lowei	Alouatta_nigerrima	27.199066	2.55	0.254144579572229	0.129980605653673	0.138
BodyMass_kg	Cercopithecus_lowei	Alouatta_palliata	25.533944	2.22	0.221255281039352	0.103075172651857	0.103
BodyMass_kg	Cercopithecus_lowei	Alouatta_seniculus	27.453508	2.11	0.210292181528393	0.104065893338107	0.106
BodyMass_kg	Cercopithecus_lowei	Aotus_griseimembra	25.393189	3.39	0.337862794019551	0.18829923717524	0.188
BodyMass_kg	Cercopithecus_lowei	Aotus_vociferans	25.393189	3.2	0.318926531227895	0.168435465018592	0.165
BodyMass_kg	Cercopithecus_lowei	Arctocebus_calabarensis	33.51969	3.59	0.357795702221295	0.155688373704479	0.153
BodyMass_kg	Cercopithecus_lowei	Ateles_belzebuth	27.072858	4.17	0.415601136006351	0.220628199918867	0.218
BodyMass_kg	Cercopithecus_lowei	Ateles_chamek	27.354222	5.47	0.545165039317683	0.279105605316123	0.276
BodyMass_kg	Cercopithecus_lowei	Ateles_geoffroyi	26.582419	3.64	0.362778929271731	0.183090137132805	0.181
BodyMass_kg	Cercopithecus_lowei	Ateles_marginatus	27.354222	3.06	0.304973495486675	0.14850310828374	0.139
BodyMass_kg	Cercopithecus_lowei	Ateles_paniscus	26.686947	4.38	0.436530689618181	0.213995037514036	0.212
BodyMass_kg	Cercopithecus_lowei	Avahi_laniger	35.689017	2.725	0.271585874248754	0.125110558004195	0.133
BodyMass_kg	Cercopithecus_lowei	Avahi_peyrierasi	35.689017	2.845	0.283545619169801	0.128375857797899	0.126
BodyMass_kg	Cercopithecus_lowei	Cacajao_calvus	28.579239	0.73	0.0727551149363636	0.0424330697920896	0.038
BodyMass_kg	Cercopithecus_lowei	Cacajao_melanocephalus	29.230888	0.96	0.0956779593683686	0.0502852679030961	0.053
BodyMass_kg	Cercopithecus_lowei	Callibella_humilis	29.655432	3.78	0.376731965012951	0.191210998978936	0.192
BodyMass_kg	Cercopithecus_lowei	Callimico_goeldii	24.605598	3.42	0.340852730249813	0.193426316137553	0.2
BodyMass_kg	Cercopithecus_lowei	Callithrix_geoffroyi	30.440314	3.66	0.364772220091905	0.182825966997313	0.183
BodyMass_kg	Cercopithecus_lowei	Callithrix_jacchus	30.551559	3.58	0.356799056811208	0.170892985819059	0.172
BodyMass_kg	Cercopithecus_lowei	Callithrix_kuhlii	30.551559	3.52	0.350819184350685	0.175510179402126	0.179
BodyMass_kg	Cercopithecus_lowei	Carlito_syrichta	21.950921	3.77	0.375735319602864	0.221129449711274	0.226
BodyMass_kg	Cercopithecus_lowei	Cebuella_pygmaea	30.119511	3.78	0.376731965012951	0.186811428446835	0.189
BodyMass_kg	Cercopithecus_lowei	Cebus_albifrons	27.74946	1.16	0.115610867570112	0.054765733139606	0.05
BodyMass_kg	Cercopithecus_lowei	Cebus_olivaceus	27.536464	1.02	0.101657831828892	0.0495536610794413	0.054
BodyMass_kg	Cercopithecus_lowei	Cebus_unicolor	27.74946	1.16	0.115610867570112	0.0588878203944891	0.068
BodyMass_kg	Cercopithecus_lowei	Cercopithecus_diana	3.778357	0.6	0.0597987246052303	0.0873367723136587	0.1
BodyMass_kg	Cercopithecus_lowei	Cercopithecus_mona	2	0.15	0.0149496811513076	0.0274913472420313	0.025
BodyMass_kg	Cercopithecus_lowei	Cercopithecus_roloway	3.778357	0.65	0.0647819516556662	0.0934257709937513	0.098
BodyMass_kg	Cercopithecus_lowei	Cheirogaleus_major	32.902456	3.395	0.338361116724595	0.165120768097647	0.159
BodyMass_kg	Cercopithecus_lowei	Cheirogaleus_medius	32.902456	3.724	0.371150750716463	0.189548094921504	0.194
BodyMass_kg	Cercopithecus_lowei	Cheracebus_lucifer	27.529864	2.4	0.239194898420921	0.120884370855377	0.131
BodyMass_kg	Cercopithecus_lowei	Cheracebus_lugens	27.385467	2.53	0.252151288752055	0.122541605525064	0.125
BodyMass_kg	Cercopithecus_lowei	Cheracebus_regulus	27.912142	2.65	0.264111033673101	0.125304200755181	0.123
BodyMass_kg	Cercopithecus_lowei	Cheracebus_torquatus	27.912142	2.65	0.264111033673101	0.132123878278188	0.126
BodyMass_kg	Cercopithecus_lowei	Chiropotes_albinasus	28.288937	1.08	0.107637704289415	0.0583834611208607	0.057
BodyMass_kg	Cercopithecus_lowei	Chiropotes_sagulatus	29.214684	0.9	0.0896980869078455	0.045439371376814	0.05
BodyMass_kg	Cercopithecus_lowei	Chlorocebus_pygerythrus	5.467387	0.765	0.0762433738716687	0.0864828942941018	0.088
BodyMass_kg	Cercopithecus_lowei	Colobus_angolensis	11.483951	4.7	0.468423342740971	0.387488666997258	0.395
BodyMass_kg	Cercopithecus_lowei	Colobus_guereza	12.079028	4.99	0.497326059633499	0.383170114700178	0.389
BodyMass_kg	Cercopithecus_lowei	Colobus_polykomos	12.079028	5.2	0.51825561324533	0.401249277769819	0.411
BodyMass_kg	Cercopithecus_lowei	Daubentonia_madagascariensis	23.255466	1.355	0.135045453066812	0.0753841556724623	0.073
BodyMass_kg	Cercopithecus_lowei	Erythrocebus_patas	5.408379	5.55	0.553138202598381	0.599757147247825	0.605
BodyMass_kg	Cercopithecus_lowei	Eulemur_albifrons	35.334481	1.86	0.185376046276214	0.0888727866544871	0.096
BodyMass_kg	Cercopithecus_lowei	Eulemur_collaris	35.193807	1.74	0.173416301355168	0.0763285785720817	0.079
BodyMass_kg	Cercopithecus_lowei	Eulemur_coronatus	34.465512	2.43	0.242184834651183	0.116136147079314	0.121
BodyMass_kg	Cercopithecus_lowei	Eulemur_flavifrons	36.227041	2.07	0.206305599888045	0.0897445471644047	0.093
BodyMass_kg	Cercopithecus_lowei	Eulemur_fulvus	35.087778	2.06	0.205308954477958	0.0941215185039832	0.098
BodyMass_kg	Cercopithecus_lowei	Eulemur_macaco	36.227041	1.837	0.183083761833014	0.0811302257091614	0.079
BodyMass_kg	Cercopithecus_lowei	Eulemur_mongoz	34.40569	2.525	0.251652966047011	0.117129607960375	0.115
BodyMass_kg	Cercopithecus_lowei	Eulemur_rubriventer	33.695579	1.9025	0.189611789269085	0.0880946942230162	0.083
BodyMass_kg	Cercopithecus_lowei	Eulemur_rufus	35.193807	1.89	0.188365982506476	0.0916519160847048	0.088
BodyMass_kg	Cercopithecus_lowei	Eulemur_sanfordi	35.334481	2.03	0.202319018247696	0.0920571218129549	0.1
BodyMass_kg	Cercopithecus_lowei	Galago_moholi	39.898249	3.7	0.368758801732254	0.152038153623717	0.165
BodyMass_kg	Cercopithecus_lowei	Galago_senegalensis	39.898249	3.65	0.363775574681818	0.151950091616943	0.157
BodyMass_kg	Cercopithecus_lowei	Galagoides_demidovii	34.672605	3.84	0.382711837473474	0.17243398736195	0.177
BodyMass_kg	Cercopithecus_lowei	Gorilla_beringei	20.407117	126.1	12.5676986211992	1	1
BodyMass_kg	Cercopithecus_lowei	Gorilla_gorilla	20.407117	118.6	11.8202145636339	1	1
BodyMass_kg	Cercopithecus_lowei	Hapalemur_alaotrensis	36.054831	2.66	0.265107679083188	0.109114205071226	0.105
BodyMass_kg	Cercopithecus_lowei	Hapalemur_griseus	36.122386	3.077	0.306667792683823	0.128399120753362	0.126
BodyMass_kg	Cercopithecus_lowei	Hapalemur_meridionalis	36.122386	2.94	0.293013750565629	0.122807638776759	0.121
BodyMass_kg	Cercopithecus_lowei	Hapalemur_occidentalis	35.940373	2.9685	0.295854189984377	0.134400876735663	0.146
BodyMass_kg	Cercopithecus_lowei	Hoolock_hoolock	17.381101	2.98	0.297000332205977	0.188242570070339	0.19
BodyMass_kg	Cercopithecus_lowei	Hylobates_abbotti	19.366708	2.05	0.20431230906787	0.122307729076748	0.119
BodyMass_kg	Cercopithecus_lowei	Hylobates_agilis	19.30371	2.1	0.209295536118306	0.128793838736802	0.121
BodyMass_kg	Cercopithecus_lowei	Hylobates_klossii	19.160705	1.9	0.189362627916563	0.125228031865322	0.138
BodyMass_kg	Cercopithecus_lowei	Hylobates_lar	18.971912	1.74	0.173416301355168	0.103588728562859	0.101
BodyMass_kg	Cercopithecus_lowei	Hylobates_muelleri	19.366708	1.45	0.14451358446264	0.086724004812315	0.087
BodyMass_kg	Cercopithecus_lowei	Indri_indri	30.448894	2.565	0.25563954768736	0.131457452350704	0.131
BodyMass_kg	Cercopithecus_lowei	Lagothrix_lagotricha	23.005174	3.25	0.323909758278331	0.18400127102894	0.19
BodyMass_kg	Cercopithecus_lowei	Lemur_catta	33.398454	1.69	0.168433074304732	0.0739987179613751	0.072
BodyMass_kg	Cercopithecus_lowei	Leontocebus_fuscicolis	29.666779	3.57	0.355802411401121	0.16877961927361	0.171
BodyMass_kg	Cercopithecus_lowei	Leontocebus_illigeri	29.666779	3.61	0.359788993041469	0.170754532390521	0.177
BodyMass_kg	Cercopithecus_lowei	Leontocebus_nigricollis	29.456932	3.42	0.340852730249813	0.162154008557492	0.157
BodyMass_kg	Cercopithecus_lowei	Leontopithecus_chrysomelas	28.63304	3.32	0.330886276148941	0.157578775025798	0.165
BodyMass_kg	Cercopithecus_lowei	Leontopithecus_rosalia	28.63304	3.26	0.324906403688418	0.152807360289096	0.144
BodyMass_kg	Cercopithecus_lowei	Lepilemur_ankaranensis	34.547123	3.14	0.312946658767372	0.148144612160841	0.156
BodyMass_kg	Cercopithecus_lowei	Lepilemur_dorsalis	34.3328	3.105	0.309458399832067	0.145733711940347	0.155
BodyMass_kg	Cercopithecus_lowei	Lepilemur_ruficaudatus	32.71484	3.12	0.310953367947198	0.143196114871433	0.145
BodyMass_kg	Cercopithecus_lowei	Lepilemur_septentrionalis	34.547123	3.2725	0.326152210451027	0.148054016672654	0.145
BodyMass_kg	Cercopithecus_lowei	Loris_lydekkerianus	41.435119	3.63	0.361782283861644	0.148050584270351	0.153
BodyMass_kg	Cercopithecus_lowei	Loris_tardigradus	41.435119	3.71	0.369755447142341	0.14507903714816	0.143
BodyMass_kg	Cercopithecus_lowei	Mico_argentatus	31.005336	3.55	0.353809120580946	0.178046694682797	0.18
BodyMass_kg	Cercopithecus_lowei	Mico_humeralifer	30.664927	3.48	0.346832602710336	0.17170989919379	0.167
BodyMass_kg	Cercopithecus_lowei	Microcebus_murinus	33.153457	3.84	0.382711837473474	0.184465022016081	0.185
BodyMass_kg	Cercopithecus_lowei	Mirza_zaza	33.153457	3.61	0.359788993041469	0.167731242515047	0.167
BodyMass_kg	Cercopithecus_lowei	Nasalis_larvatus	10.315113	11.85	1.1810248109533	0.80957156749824	0.825
BodyMass_kg	Cercopithecus_lowei	Nomascus_annamensis	18.96044	3.1	0.308960077127023	0.17672618411755	0.177
BodyMass_kg	Cercopithecus_lowei	Nomascus_concolor	18.48674	3.79	0.377728610423038	0.232088411628767	0.237
BodyMass_kg	Cercopithecus_lowei	Nomascus_gabriellae	18.96044	1.3	0.129563903311332	0.0734620645574559	0.066
BodyMass_kg	Cercopithecus_lowei	Nomascus_siki	18.627032	3.66	0.364772220091905	0.219749478296782	0.22
BodyMass_kg	Cercopithecus_lowei	Nycticebus_bengalensis	41.26054	2.64	0.263114388263014	0.113877420353137	0.117
BodyMass_kg	Cercopithecus_lowei	Nycticebus_coucang	41.26054	3.25	0.323909758278331	0.137617399306892	0.144
BodyMass_kg	Cercopithecus_lowei	Nycticebus_pygmaeus	39.086465	3.48	0.346832602710336	0.151900844223889	0.155
BodyMass_kg	Cercopithecus_lowei	Otolemur_crassicaudatus	38.476127	2.75	0.274077487773972	0.112546636531348	0.12
BodyMass_kg	Cercopithecus_lowei	Otolemur_garnettii	38.476127	3.14	0.312946658767372	0.130772388715664	0.139
BodyMass_kg	Cercopithecus_lowei	Pan_paniscus	19.466619	35.2	3.50819184350685	0.992452041877509	0.993
BodyMass_kg	Cercopithecus_lowei	Pan_troglodytes	19.466619	49.8	4.96329414223412	1	1
BodyMass_kg	Cercopithecus_lowei	Perodicticus_ibeanus	37.099034	3.039	0.302880540125492	0.132921351069417	0.141
BodyMass_kg	Cercopithecus_lowei	Perodicticus_potto	37.099034	3.07	0.305970140896762	0.135596872333554	0.132
BodyMass_kg	Cercopithecus_lowei	Piliocolobus_badius	11.670641	4.35	0.43354075338792	0.35567827384818	0.353
BodyMass_kg	Cercopithecus_lowei	Piliocolobus_gordonorum	12.784423	3.15	0.313943304177459	0.234716094880294	0.245
BodyMass_kg	Cercopithecus_lowei	Piliocolobus_kirkii	12.784423	3	0.298993623026152	0.238995774406268	0.247
BodyMass_kg	Cercopithecus_lowei	Piliocolobus_tephrosceles	12.643448	4.85	0.483373023892279	0.372349835638965	0.381
BodyMass_kg	Cercopithecus_lowei	Pithecia_albicans	28.524777	0.9	0.0896980869078455	0.0439505389531899	0.043
BodyMass_kg	Cercopithecus_lowei	Pithecia_chrysocephala	27.355861	2	0.199329082017435	0.104817985434065	0.1
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_bernhardi	27.220663	2.95	0.294010395975716	0.1486319904015	0.154
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_brunneus	27.468237	3.07	0.305970140896762	0.154680693462248	0.162
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_caligatus	27.413544	2.9	0.28902716892528	0.14299490789496	0.133
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_cinerascens	27.030661	3.16	0.314939949587546	0.155954884664843	0.159
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_cupreus	27.517071	2.83	0.28205065105467	0.136153234575533	0.136
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_hoffmansi	26.923935	2.84	0.283047296464757	0.136179690375457	0.141
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_miltoni	27.030661	2.56	0.255141224982316	0.117156178326844	0.111
BodyMass_kg	Cercopithecus_lowei	Plecturocebus_moloch	27.49953	2.91	0.290023814335367	0.142873506770918	0.143
BodyMass_kg	Cercopithecus_lowei	Pongo_abelii	19.126447	52.85	5.26727099231071	1	1
BodyMass_kg	Cercopithecus_lowei	Pongo_pygmaeus	19.126447	53.25	5.30713680871419	1	1
BodyMass_kg	Cercopithecus_lowei	Presbytis_comata	12.789767	2.8	0.279060714824408	0.206808624536798	0.214
BodyMass_kg	Cercopithecus_lowei	Presbytis_mitrata	12.789767	1.9	0.189362627916563	0.141705446227091	0.143
BodyMass_kg	Cercopithecus_lowei	Prolemur_simus	33.902979	1.92	0.191355918736737	0.0834096260478945	0.075
BodyMass_kg	Cercopithecus_lowei	Propithecus_coquereli	36.806785	0.115	0.0114614222160025	0.00499767046169159	0.004
BodyMass_kg	Cercopithecus_lowei	Propithecus_coronatus	35.435321	0	0	0	0
BodyMass_kg	Cercopithecus_lowei	Propithecus_diadema	36.128136	2.205	0.219760312924222	0.1026228764024	0.1
BodyMass_kg	Cercopithecus_lowei	Propithecus_edwardsi	35.939602	1.84	0.18338275545604	0.0825258893495117	0.084
BodyMass_kg	Cercopithecus_lowei	Propithecus_perrieri	36.128136	0.51	0.0508289159144458	0.0245563869608299	0.026
BodyMass_kg	Cercopithecus_lowei	Propithecus_tattersalli	35.542723	0.4	0.0398658164034869	0.0184738723071824	0.018
BodyMass_kg	Cercopithecus_lowei	Propithecus_verreauxi	36.806785	0.99	0.09866789559863	0.0438614873318728	0.047
BodyMass_kg	Cercopithecus_lowei	Pygathrix_cinerea	13.032582	6.08	0.605960409333001	0.433812091374345	0.439
BodyMass_kg	Cercopithecus_lowei	Pygathrix_nemaeus	13.032582	5.82	0.580047628670734	0.429879293432011	0.434
BodyMass_kg	Cercopithecus_lowei	Pygathrix_nigripes	12.589648	5.98	0.595993955232129	0.439676992667158	0.446
BodyMass_kg	Cercopithecus_lowei	Rhinopithecus_bieti	12.152178	8.58	0.855121761854794	0.6137246370796	0.629
BodyMass_kg	Cercopithecus_lowei	Rhinopithecus_roxellana	12.152178	10.85	1.08136026994458	0.709536584838643	0.713
BodyMass_kg	Cercopithecus_lowei	Saguinus_bicolor	29.568304	3.47	0.345835957300249	0.171588857063344	0.17
BodyMass_kg	Cercopithecus_lowei	Saguinus_geoffroyi	30.457938	3.41	0.339856084839726	0.173811752976685	0.171
BodyMass_kg	Cercopithecus_lowei	Saguinus_imperator	29.021326	3.43	0.3418493756599	0.163197934808118	0.163
BodyMass_kg	Cercopithecus_lowei	Saguinus_inustus	29.400838	3.21	0.319923176637982	0.15712245475855	0.171
BodyMass_kg	Cercopithecus_lowei	Saguinus_labiatus	29.55073	3.39	0.337862794019551	0.155030440274954	0.149
BodyMass_kg	Cercopithecus_lowei	Saguinus_midas	29.568304	3.34	0.332879566969116	0.166987048395943	0.165
BodyMass_kg	Cercopithecus_lowei	Saguinus_mystax	29.55073	3.37	0.335869503199377	0.155178810553476	0.155
BodyMass_kg	Cercopithecus_lowei	Saguinus_oedipus	30.457938	3.49	0.347829248120423	0.180446340233268	0.182
BodyMass_kg	Cercopithecus_lowei	Saimiri_cassiquiarensis	26.006924	3.02	0.300986913846326	0.153825030761278	0.149
BodyMass_kg	Cercopithecus_lowei	Saimiri_macrodon	26.006924	2.91	0.290023814335367	0.156800327306583	0.158
BodyMass_kg	Cercopithecus_lowei	Saimiri_oerstedii	25.884017	3.11	0.309956722537111	0.157594984007906	0.156
BodyMass_kg	Cercopithecus_lowei	Saimiri_sciureus	25.939942	3.08	0.306966786306849	0.159548439584601	0.163
BodyMass_kg	Cercopithecus_lowei	Saimiri_ustus	25.884017	3.04	0.3029802046665	0.162522770910009	0.17
BodyMass_kg	Cercopithecus_lowei	Sapajus_apella	27.649017	0.89	0.0887014414977584	0.0437945192414554	0.05
BodyMass_kg	Cercopithecus_lowei	Sapajus_macrocephalus	27.649017	0.85	0.0847148598574097	0.0441920511157725	0.05
BodyMass_kg	Cercopithecus_lowei	Semnopithecus_entellus	12.85996	7.54	0.751470639205728	0.547387925616801	0.549
BodyMass_kg	Cercopithecus_lowei	Semnopithecus_hypoleucos	12.512487	9.2	0.916913777280199	0.657235888267192	0.674
BodyMass_kg	Cercopithecus_lowei	Semnopithecus_johnii	12.13369	7.7	0.767416965767123	0.57428300480374	0.576
BodyMass_kg	Cercopithecus_lowei	Semnopithecus_schistaceus	12.85996	13.1	1.3056054872142	0.805001919429351	0.818
BodyMass_kg	Cercopithecus_lowei	Semnopithecus_vetulus	12.0126	3.13	0.311950013357285	0.278737846989694	0.283
BodyMass_kg	Cercopithecus_lowei	Tarsius_bancanus	21.950921	3.78	0.376731965012951	0.212201290799866	0.218
BodyMass_kg	Cercopithecus_lowei	Tarsius_lariang	21.457343	3.79	0.377728610423038	0.209465409633373	0.205
BodyMass_kg	Cercopithecus_lowei	Tarsius_wallacei	21.457343	3.793	0.378027604046065	0.208772550742947	0.211
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_crepusculus	12.659053	2.75	0.274077487773972	0.200906247325837	0.207
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_cristatus	13.457315	2.35	0.234211671370486	0.184344142147106	0.189
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_francoisi	13.407179	3.62	0.360785638451556	0.27014474491846	0.27
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_geei	13.639165	6.25	0.622903381304483	0.453921364876607	0.465
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_germaini	12.788552	4.93	0.491346187172976	0.37820840491619	0.387
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_hatinhensis	13.335338	3.375	0.336367825904421	0.263571034554793	0.272
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_laotum	13.335338	3.1	0.308960077127023	0.227897829849888	0.236
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_leucocephalus	13.407179	4.385	0.437029012323225	0.324583021300147	0.328
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_obscurus	12.659053	3.09	0.307963431716936	0.230768117118908	0.242
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_phayrei	12.743076	3.54	0.352812475170859	0.264865293865467	0.28
BodyMass_kg	Cercopithecus_lowei	Trachypithecus_pileatus	13.639165	7.03	0.700641723291282	0.502262739095611	0.508
BodyMass_kg	Cercopithecus_lowei	Varecia_rubra	35.016083	0.635	0.0632869835405354	0.0309073224373334	0.025
BodyMass_kg	Cercopithecus_lowei	Varecia_variegata	35.016083	0.35	0.034882589353051	0.0164631393393197	0.013
BodyMass_kg	Cercopithecus_mitis	Allenopithecus_nigroviridis	4.140365	0.41	0.0408624618135741	0.0581121537037702	0.051
BodyMass_kg	Cercopithecus_mitis	Allochrocebus_lhoesti	6.551703	0.61	0.0607953700153176	0.060890837698084	0.069
BodyMass_kg	Cercopithecus_mitis	Allochrocebus_preussi	6.551703	0.364999999999999	0.0363775574681817	0.0366373417747516	0.036
BodyMass_kg	Cercopithecus_mitis	Allochrocebus_solatus	6.406942	1.46	0.145510229872727	0.156082542022771	0.151
BodyMass_kg	Cercopithecus_mitis	Alouatta_belzebul	27.388502	1.51	0.150493456923163	0.0746542215067725	0.086
BodyMass_kg	Cercopithecus_mitis	Alouatta_caraya	26.274706	0.49	0.0488356250942715	0.0250029974809012	0.025
BodyMass_kg	Cercopithecus_mitis	Alouatta_discolor	27.388502	1.48	0.147503520692902	0.0734847532951957	0.067
BodyMass_kg	Cercopithecus_mitis	Alouatta_macconnelli	27.22308	1.48	0.147503520692902	0.0747655132984111	0.078
BodyMass_kg	Cercopithecus_mitis	Alouatta_nigerrima	27.22308	1.56	0.155476683973599	0.0730292175939226	0.074
BodyMass_kg	Cercopithecus_mitis	Alouatta_palliata	25.557958	1.23	0.122587385440722	0.0557215128462553	0.055
BodyMass_kg	Cercopithecus_mitis	Alouatta_seniculus	27.477522	1.12	0.111624285929763	0.0568481239392803	0.061
BodyMass_kg	Cercopithecus_mitis	Aotus_griseimembra	25.417203	4.38	0.436530689618182	0.236253085842944	0.243
BodyMass_kg	Cercopithecus_mitis	Aotus_vociferans	25.417203	4.19	0.417594426826525	0.21084425771738	0.208
BodyMass_kg	Cercopithecus_mitis	Arctocebus_calabarensis	33.543704	4.58	0.456463597819925	0.212024137215537	0.209
BodyMass_kg	Cercopithecus_mitis	Ateles_belzebuth	27.096872	3.18	0.316933240407721	0.16045636372951	0.168
BodyMass_kg	Cercopithecus_mitis	Ateles_chamek	27.378236	4.48	0.446497143719053	0.226148120324966	0.233
BodyMass_kg	Cercopithecus_mitis	Ateles_geoffroyi	26.606433	2.65	0.264111033673101	0.14011171037973	0.144
BodyMass_kg	Cercopithecus_mitis	Ateles_marginatus	27.378236	2.07	0.206305599888045	0.100136080639546	0.095
BodyMass_kg	Cercopithecus_mitis	Ateles_paniscus	26.710961	3.39	0.337862794019551	0.161471909007035	0.154
BodyMass_kg	Cercopithecus_mitis	Avahi_laniger	35.713031	3.715	0.370253769847385	0.177216824951461	0.174
BodyMass_kg	Cercopithecus_mitis	Avahi_peyrierasi	35.713031	3.835	0.382213514768431	0.182992909631655	0.187
BodyMass_kg	Cercopithecus_mitis	Cacajao_calvus	28.603253	1.72	0.171423010534994	0.0888928625994522	0.092
BodyMass_kg	Cercopithecus_mitis	Cacajao_melanocephalus	29.254902	1.95	0.194345854966999	0.0938033418478126	0.098
BodyMass_kg	Cercopithecus_mitis	Callibella_humilis	29.679446	4.77	0.475399860611581	0.22158577434904	0.223
BodyMass_kg	Cercopithecus_mitis	Callimico_goeldii	24.629612	4.41	0.439520625848443	0.232850103057126	0.23
BodyMass_kg	Cercopithecus_mitis	Callithrix_geoffroyi	30.464328	4.65	0.463440115690535	0.215839346368732	0.219
BodyMass_kg	Cercopithecus_mitis	Callithrix_jacchus	30.575573	4.57	0.455466952409838	0.213657049575124	0.215
BodyMass_kg	Cercopithecus_mitis	Callithrix_kuhlii	30.575573	4.51	0.449487079949315	0.217972912908348	0.224
BodyMass_kg	Cercopithecus_mitis	Carlito_syrichta	21.974935	4.76	0.474403215201494	0.250167036791591	0.251
BodyMass_kg	Cercopithecus_mitis	Cebuella_pygmaea	30.143525	4.77	0.475399860611581	0.222730858085215	0.211
BodyMass_kg	Cercopithecus_mitis	Cebus_albifrons	27.773474	2.15	0.214278763168742	0.0963255305216014	0.09
BodyMass_kg	Cercopithecus_mitis	Cebus_olivaceus	27.560478	2.01	0.200325727427522	0.093254463062583	0.097
BodyMass_kg	Cercopithecus_mitis	Cebus_unicolor	27.773474	2.15	0.214278763168742	0.106976205646028	0.118
BodyMass_kg	Cercopithecus_mitis	Cercopithecus_diana	3.802371	0.39	0.0388691709933997	0.0560134379174424	0.05
BodyMass_kg	Cercopithecus_mitis	Cercopithecus_lowei	3.669746	0.99	0.09866789559863	0.136243876221942	0.146
BodyMass_kg	Cercopithecus_mitis	Cercopithecus_mona	3.669746	0.84	0.0837182144473225	0.129495143734532	0.124
BodyMass_kg	Cercopithecus_mitis	Cercopithecus_neglectus	2.906213	0.85	0.0847148598574097	0.127282075827211	0.126
BodyMass_kg	Cercopithecus_mitis	Cercopithecus_pogonias	3.450257	1.31	0.13056054872142	0.19761458443349	0.197
BodyMass_kg	Cercopithecus_mitis	Cercopithecus_roloway	3.802371	0.34	0.0338859439429638	0.0482138463772361	0.045
BodyMass_kg	Cercopithecus_mitis	Cheirogaleus_major	32.92647	4.385	0.437029012323225	0.213823605055754	0.22
BodyMass_kg	Cercopithecus_mitis	Cheirogaleus_medius	32.92647	4.714	0.469818646315093	0.229299280289768	0.234
BodyMass_kg	Cercopithecus_mitis	Cheracebus_lucifer	27.553878	3.39	0.337862794019551	0.160830439735315	0.162
BodyMass_kg	Cercopithecus_mitis	Cheracebus_lugens	27.409481	3.52	0.350819184350685	0.16393938549953	0.161
BodyMass_kg	Cercopithecus_mitis	Cheracebus_regulus	27.936156	3.64	0.362778929271731	0.170129086795484	0.164
BodyMass_kg	Cercopithecus_mitis	Cheracebus_torquatus	27.936156	3.64	0.362778929271731	0.166200164563224	0.169
BodyMass_kg	Cercopithecus_mitis	Chiropotes_albinasus	28.312951	2.07	0.206305599888045	0.0990263625054859	0.095
BodyMass_kg	Cercopithecus_mitis	Chiropotes_sagulatus	29.238698	1.89	0.188365982506476	0.0930610611662637	0.097
BodyMass_kg	Cercopithecus_mitis	Chlorocebus_pygerythrus	5.491401	0.225	0.0224245217269613	0.0258965723695577	0.026
BodyMass_kg	Cercopithecus_mitis	Colobus_angolensis	11.507965	3.71	0.369755447142341	0.293376787314914	0.301
BodyMass_kg	Cercopithecus_mitis	Colobus_guereza	12.103042	4	0.398658164034869	0.305660321354424	0.303
BodyMass_kg	Cercopithecus_mitis	Colobus_polykomos	12.103042	4.21	0.4195877176467	0.320778926813892	0.332
BodyMass_kg	Cercopithecus_mitis	Daubentonia_madagascariensis	23.27948	2.345	0.233713348665442	0.13313336177656	0.13
BodyMass_kg	Cercopithecus_mitis	Erythrocebus_patas	5.432393	4.56	0.454470306999751	0.479158980820942	0.485
BodyMass_kg	Cercopithecus_mitis	Eulemur_albifrons	35.358495	2.85	0.284043941874844	0.133294314094875	0.147
BodyMass_kg	Cercopithecus_mitis	Eulemur_collaris	35.217821	2.73	0.272084196953798	0.123934696914497	0.116
BodyMass_kg	Cercopithecus_mitis	Eulemur_coronatus	34.489526	3.42	0.340852730249813	0.160780491842972	0.164
BodyMass_kg	Cercopithecus_mitis	Eulemur_flavifrons	36.251055	3.06	0.304973495486675	0.139849577650571	0.134
