species	trait_value
Alouatta_seniculus	986
Aotus_trivirgatus	409
Ateles_geoffroyi	1482
Avahi_laniger	343
Avahi_occidentalis	345
Callimico_goeldii	340
Callithrix_jacchus	295
Carlito_syrichta	197
Cebuella_pygmaea	192
Cebus_albifrons	1221
Cercopithecus_ascanius	1162
Cercopithecus_mitis	1354
Cheirogaleus_major	241
Cheirogaleus_medius	145
Daubentonia_madagascariensis	897
Erythrocebus_patas	1621
Eulemur_fulvus	590
Galago_senegalensis	205
Galagoides_demidovii	135
Gorilla_gorilla	4352
Hylobates_lar	1459
Indri_indri	978
Lagothrix_lagotricha	1582
Lepilemur_ruficaudatus	260
Lophocebus_albigena	1770
Loris_tardigradus	220
Macaca_mulatta	1380
Microcebus_murinus	85.200000000000003
Miopithecus_talapoin	826
Nasalis_larvatus	1556
Nycticebus_coucang	345
Otolemur_crassicaudatus	384
Pan_troglodytes	3739
Papio_anubis	2711
Perodicticus_potto	391
Piliocolobus_badius	1333
Pithecia_monachus	745
Plecturocebus_moloch	469
Pongo_pygmaeus	4000
Propithecus_verreauxi	780
Pygathrix_nemaeus	1345
Saguinus_midas	332
Saguinus_oedipus	333
Saimiri_sciureus	526
Varecia_variegata	1018
