species	trait_value
Cheirogaleus_medius	159
Daubentonia_madagascariensis	2446.25
Eulemur_albifrons	2030
Eulemur_collaris	1741.833333
Eulemur_coronatus	1212
Eulemur_flavifrons	1963.625
Eulemur_fulvus	1870
Eulemur_macaco	2060
Eulemur_mongoz	1264
Eulemur_rubriventer	1880
Eulemur_rufus	1682.25
Eulemur_sanfordi	1796
Galago_moholi	123.59999999999999
Hapalemur_griseus	836
Lemur_catta	1483
Loris_tardigradus	146.5
Microcebus_murinus	54.642857139999997
Mirza_coquereli	248
Nycticebus_coucang	895.42857140000001
Nycticebus_pygmaeus	350.52187500000002
Otolemur_garnettii	674
Perodicticus_potto	787
Propithecus_coquereli	3315
Varecia_rubra	2623.90625
Varecia_variegata	2569
