species	trait_value
Alouatta_sara	4400
Callithrix_jacchus	311.60000000000002
Cebuella_pygmaea	163
Cheirogaleus_medius	231
Chlorocebus_pygerythrus	5300
Colobus_guereza	9750
Eulemur_fulvus	2500
Eulemur_macaco	1875
Lemur_catta	2075
Leontocebus_lagonotus	330
Leontopithecus_chrysomelas	641.66999999999996
Macaca_arctoides	15866.67
Macaca_nigra	5600
Mandrillus_sphinx	23000
Nomascus_concolor	6550
Papio_hamadryas	23250
Saguinus_oedipus	624
Saimiri_boliviensis	1003
Sapajus_apella	1750
Semnopithecus_vetulus	5000
Symphalangus_syndactylus	8500
Theropithecus_gelada	11400
Varecia_rubra	4200
