species	trait_value
Allenopithecus_nigroviridis	5753
Allochrocebus_lhoesti	5970
Alouatta_caraya	6420
Alouatta_guariba	6720
Alouatta_palliata	6660
Alouatta_pigra	10133
Alouatta_seniculus	6693
Aotus_trivirgatus	882
Ateles_geoffroyi	7723
Ateles_paniscus	9110
Avahi_laniger	1120
Brachyteles_arachnoides	9610
Cacajao_calvus	3450
Callithrix_jacchus	332
Callithrix_penicillata	328
Cebuella_pygmaea	117
Cebus_capucinus	3680
Cebus_olivaceus	3290
Cercocebus_torquatus	10235
Cercopithecus_ascanius	4253
Cercopithecus_cephus	4290
Cercopithecus_diana	5200
Cercopithecus_erythrogaster	4100
Cercopithecus_mitis	7930
Cercopithecus_mona	4769
Cercopithecus_neglectus	7350
Cercopithecus_nictitans	6670
Cercopithecus_petaurista	4400
Cercopithecus_pogonias	4260
Cercopithecus_wolfi	4400
Cheirogaleus_medius	261
Cheracebus_torquatus	1280
Chiropotes_satanas	2900
Chlorocebus_aethiops	4837
Chlorocebus_pygerythrus	4623
Colobus_angolensis	9680
Colobus_guereza	12350
Colobus_polykomos	10017
Colobus_satanas	10410
Erythrocebus_patas	12600
Eulemur_coronatus	1743
Eulemur_fulvus	2237
Eulemur_macaco	2423
Eulemur_mongoz	1657
Eulemur_rubriventer	2157
Gorilla_beringei	163220
Gorilla_gorilla	169933
Hapalemur_griseus	944
Hylobates_klossii	5670
Hylobates_lar	5767
Hylobates_muelleri	5710
Hylobates_pileatus	5500
Lagothrix_lagotricha	6593
Lemur_catta	2373
Leontocebus_fuscicolis	362
Lophocebus_albigena	8250
Macaca_fascicularis	5047
Macaca_fuscata	12467
Macaca_mulatta	10400
Macaca_nemestrina	10793
Macaca_nigra	10127
Macaca_silenus	7900
Macaca_sinica	5680
Macaca_sylvanus	16000
Macaca_tonkeana	14900
Mandrillus_leucophaeus	21167
Mandrillus_sphinx	30033
Miopithecus_talapoin	1337
Nasalis_larvatus	14318
Nomascus_concolor	7790
Pan_paniscus	43033
Pan_troglodytes	54690
Papio_anubis	25533
Papio_cynocephalus	22640
Papio_hamadryas	20723
Papio_ursinus	28558
Piliocolobus_badius	8360
Pithecia_pithecia	1827
Plecturocebus_moloch	1020
Pongo_abelii	77900
Pongo_pygmaeus	77213
Presbytis_comata	6680
Presbytis_melalophos	6590
Procolobus_verus	4700
Propithecus_verreauxi	2359
Pygathrix_nemaeus	13520
Rhinopithecus_avunculus	14025
Rhinopithecus_roxellana	17900
Saguinus_midas	535
Saguinus_oedipus	452
Saimiri_boliviensis	947
Saimiri_oerstedii	897
Saimiri_sciureus	779
Sapajus_apella	4033
Semnopithecus_entellus	14333
Semnopithecus_vetulus	8170
Symphalangus_syndactylus	12023
Theropithecus_gelada	19467
Trachypithecus_cristatus	6740
Trachypithecus_francoisi	7617
Trachypithecus_obscurus	7540
Trachypithecus_pileatus	12000
